VNUM	NAME	RANK	TYPE	BATTLE_TYPE	LEVEL	SIZE	AI_FLAG	MOUNT_CAPACITY	RACE_FLAG	IMMUNE_FLAG	EMPIRE	FOLDER	ON_CLICK	ST	DX	HT	IQ	DAMAGE_MIN	DAMAGE_MAX	MAX_HP	REGEN_CYCLE	REGEN_PERCENT	GOLD_MIN	GOLD_MAX	EXP	DEF	ATTACK_SPEED	MOVE_SPEED	AGGRESSIVE_HP_PCT	AGGRESSIVE_SIGHT	ATTACK_RANGE	DROP_ITEM	RESURRECTION_VNUM	ENCHANT_CURSE	ENCHANT_SLOW	ENCHANT_POISON	ENCHANT_STUN	ENCHANT_CRITICAL	ENCHANT_PENETRATE	RESIST_SWORD	RESIST_TWOHAND	RESIST_DAGGER	RESIST_BELL	RESIST_FAN	RESIST_BOW	RESIST_FIRE	RESIST_ELECT	RESIST_MAGIC	RESIST_WIND	RESIST_POISON	DAM_MULTIPLY	SUMMON	DRAIN_SP	MOB_COLOR	POLYMORPH_ITEM	SKILL_LEVEL0	SKILL_VNUM0	SKILL_LEVEL1	SKILL_VNUM1	SKILL_LEVEL2	SKILL_VNUM2	SKILL_LEVEL3	SKILL_VNUM3	SKILL_LEVEL4	SKILL_VNUM4	SP_BERSERK	SP_STONESKIN	SP_GODSPEED	SP_DEATHBLOW	SP_REVIVE
2511	Hell Priest	KNIGHT	MONSTER	RANGE	82		AGGR,BERSERK	0	UNDEAD,ATT_DARK	CURSE,TERROR	0	zombie_magician	0	61	121	91	32	192	358	10475	5	7	2214	3321	1526	96	130	130	100	2000	850	0	2544	10	0	0	0	0	0	-10	-25	5	-20	-20	20	0	0	25	0	10	1.5	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	20
2512	Hell Major	KNIGHT	MONSTER	MELEE	83		AGGR,GODSPEED	0	UNDEAD,ATT_DARK	CURSE,TERROR	0	zombie_bigboss	0	122	92	62	33	195	361	10660	5	7	2236	3355	1542	97	130	130	100	2000	150	0	2545	15	0	0	0	10	0	-5	-5	10	10	10	20	0	0	30	0	10	1.5	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20
2513	Hell Slaughterer	S_KNIGHT	MONSTER	RANGE	84		AGGR,REVIVE	0	UNDEAD,ATT_DARK	CURSE,TERROR	0	zombie_ghost	0	63	93	123	34	196	365	16947	5	7	3608	5412	3116	98	130	130	100	2000	300	0	2546	15	0	0	0	0	0	-5	-25	0	0	0	20	0	0	35	0	10	1.5	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20
2514	Hell General	S_KNIGHT	MONSTER	MELEE	86		AGGR,STONESKIN	0	UNDEAD,ATT_DARK	CURSE,TERROR	0	zombie_general	0	124	100	80	30	200	371	17537	5	7	3680	5520	3180	100	130	130	100	2000	150	0	2547	20	5	0	0	0	0	0	-5	-25	0	0	20	0	0	40	0	10	1.8	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	20
2541	Evil Hell Warrior	PAWN	MONSTER	MELEE	79		AGGR,GODSPEED	0	UNDEAD,ATT_DARK	CURSE,TERROR	0	zombie_soldier_scythe	0	58	117	88	29	240	295	6206	5	7	478	717	739	93	115	130	100	2000	150	0	0	5	0	0	0	0	0	0	-5	0	0	0	20	0	0	0	0	10	1.5	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	20
2542	Evil Hell Archer	S_PAWN	MONSTER	MELEE	80		AGGR,REVIVE	0	UNDEAD,ATT_DARK	CURSE,TERROR	0	zombie_soldier_bow	0	89	119	59	30	215	325	7582	5	7	1176	1764	896	94	120	130	100	2000	850	0	0	5	0	0	0	0	0	0	-5	0	0	0	20	0	0	0	0	10	1.5	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	20
2543	Evil Hell Spearman	S_PAWN	MONSTER	MELEE	81		AGGR,STONESKIN	0	UNDEAD,ATT_DARK	CURSE,TERROR	0	zombie_soldier_spear	0	120	90	60	31	245	300	7718	5	7	1188	1782	906	95	120	130	100	2000	150	30196	0	10	0	0	0	0	0	0	-5	0	0	0	20	0	0	0	0	10	1.3	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	20
2544	Evil Hell Priest	KNIGHT	MONSTER	RANGE	82		AGGR,BERSERK	0	UNDEAD,ATT_DARK	CURSE,TERROR	0	zombie_magician	0	61	121	91	32	192	358	10475	5	7	2214	3321	1526	96	130	130	100	2000	850	0	0	10	0	0	0	0	0	-10	-25	5	-20	-20	20	0	0	25	0	10	1.5	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	20
2545	Evil Hell Major	KNIGHT	MONSTER	MELEE	83		AGGR,GODSPEED	0	UNDEAD,ATT_DARK	CURSE,TERROR	0	zombie_bigboss	0	122	92	62	33	195	361	10660	5	7	2236	3355	1542	97	130	130	100	2000	150	30196	0	15	0	0	0	10	0	-5	-5	10	10	10	20	0	0	30	0	10	1.5	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	20
2546	Evil Hell Slaughterer	S_KNIGHT	MONSTER	RANGE	84		AGGR,REVIVE	0	UNDEAD,ATT_DARK	CURSE,TERROR	0	zombie_ghost	0	63	93	123	34	196	365	16947	5	7	3608	5412	3116	98	130	130	100	2000	300	0	0	15	0	0	0	0	0	-5	-25	0	0	0	20	0	0	35	0	10	1.5	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20
2547	Evil Hell General	S_KNIGHT	MONSTER	MELEE	86		AGGR,STONESKIN	0	UNDEAD,ATT_DARK	CURSE,TERROR	0	zombie_general	0	124	100	80	30	200	371	17537	5	7	3680	5520	3180	100	135	130	100	2000	150	30196	0	20	5	0	0	0	0	0	-5	-25	0	0	20	0	0	40	0	10	1.8	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20
2591	Tartaros	BOSS	MONSTER	MELEE	89		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	UNDEAD,ATT_DARK	STUN,SLOW,CURSE,TERROR	0	zombie_king	0	140	115	130	80	205	382	73770	10	10	17120	25680	32720	103	110	150	100	2000	150	0	0	30	10	0	0	15	10	40	35	40	40	40	40	0	0	60	0	10	2.5	2513	20	0	0	25	256	0	0	0	0	0	0	0	0	5	5	5	5	0
2592	Hell Bastard	BOSS	MONSTER	MELEE	89		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	UNDEAD,ATT_DARK	STUN,SLOW,CURSE,TERROR	0	zombie_king	0	140	115	130	80	205	382	73770	10	10	17120	25680	32720	103	110	150	100	2000	150	0	0	30	10	0	0	15	10	40	35	40	40	40	40	0	0	60	0	10	2.5	2513	20	0	0	25	256	0	0	0	0	0	0	0	0	5	5	5	5	0
2593	Hell Bastard	BOSS	MONSTER	MELEE	89		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	UNDEAD,ATT_DARK	STUN,SLOW,CURSE,TERROR	0	zombie_king	0	140	115	130	80	205	382	73770	10	10	17120	25680	32720	103	110	150	100	2000	150	0	0	30	10	0	0	15	10	40	35	40	40	40	40	0	0	60	0	10	2.5	2513	20	0	0	25	256	0	0	0	0	0	0	0	0	5	5	5	5	0
2594	Hell Bastard	BOSS	MONSTER	MELEE	89		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	UNDEAD,ATT_DARK	STUN,SLOW,CURSE,TERROR	0	zombie_king	0	140	115	130	80	205	382	73770	10	10	17120	25680	32720	103	110	150	100	2000	150	0	0	30	10	0	0	15	10	40	35	40	40	40	40	0	0	60	0	10	2.5	2513	20	0	0	25	256	0	0	0	0	0	0	0	0	5	5	5	5	0
2595	Erebos	BOSS	MONSTER	MELEE	89		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	UNDEAD,ATT_DARK	STUN,SLOW,CURSE,TERROR	0	zombie_king	0	140	115	130	80	200	371	43770	10	10	0	0	32720	103	110	150	100	2000	150	0	0	30	10	0	0	15	10	40	35	40	40	40	40	0	0	60	0	10	2	2513	20	0	0	20	256	0	0	0	0	0	0	0	0	5	5	5	5	0
2596	Azrael's Spawn	BOSS	MONSTER	MELEE	89		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	UNDEAD,ATT_DARK	STUN,SLOW,CURSE,TERROR	0	zombie_king	0	140	115	130	80	200	371	43770	10	10	0	0	32720	103	110	150	100	2000	150	0	0	30	10	0	0	15	10	40	35	40	40	40	40	0	0	60	0	10	2	2513	20	0	0	20	256	0	0	0	0	0	0	0	0	5	5	5	5	0
2597	Charon	KING	MONSTER	MELEE	91		AGGR,BERSERK,DEATHBLOW,REVIVE	0	UNDEAD,ATT_DARK	STUN,SLOW,CURSE,TERROR	0	zombie_god	0	150	120	150	90	209	388	114345	20	20	30520	45780	333600	105	110	150	100	2000	250	0	0	50	10	0	0	20	15	40	35	40	40	40	40	0	0	60	0	10	3	2595	30	0	0	20	257	25	258	0	0	0	0	0	0	10	10	10	10	0
2598	Azrael	KING	MONSTER	MELEE	91		AGGR,BERSERK,DEATHBLOW,REVIVE	0	UNDEAD,ATT_DARK	STUN,SLOW,CURSE,TERROR	0	zombie_bigboss2	0	150	120	150	90	209	388	924600	20	10	30520	45780	333600	105	110	150	100	2000	450	0	0	50	10	0	0	25	20	40	35	40	40	40	40	0	0	60	0	10	3	2596	30	0	0	10	257	20	259	0	0	0	0	0	0	15	15	15	15	0
3001	Gnoll Warrior	PAWN	MONSTER	MELEE	95		AGGR,GODSPEED	0	ANIMAL,ATT_EARTH	SLOW,CURSE,TERROR	0	gnoll_soldier	0	119	89	59	29	180	220	7084	3	2	184	276	1257	95	110	110	100	2000	100	0	0	0	0	0	0	0	10	20	-5	0	0	0	20	0	0	0	0	0	1.2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
3002	Gnoll Archer	S_PAWN	MONSTER	MELEE	96		AGGR,REVIVE	0	ANIMAL,ATT_EARTH	SLOW,CURSE,TERROR	0	gnoll_bow	0	120	90	60	30	182	222	14388	3	2	371	556	3049	115	110	110	100	2000	850	0	0	0	0	5	0	0	12	3	-25	5	-20	-20	20	0	0	0	0	0	1.44	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
3003	Gnoll Defender	S_PAWN	MONSTER	RANGE	97		AGGR,STONESKIN	0	ANIMAL,ATT_EARTH	SLOW,CURSE,TERROR	0	gnoll_soldier2	0	91	121	60	30	183	224	14605	5	5	374	561	3080	116	110	110	100	2000	100	0	0	0	0	3	0	3	15	3	-5	10	10	10	20	0	0	0	0	0	1.44	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
3004	Gnoll Magician	KNIGHT	MONSTER	MELEE	98		AGGR,BERSERK	0	ANIMAL,ATT_EARTH	SLOW,CURSE,TERROR	0	gnoll_magic	0	122	92	61	30	164	247	37064	5	7	566	849	9336	137	110	110	100	2000	850	0	0	0	0	0	10	10	16	3	-25	0	0	0	20	0	0	0	0	0	1.68	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
3005	Gnoll General	S_KNIGHT	MONSTER	MELEE	99		AGGR,GODSPEED	0	ANIMAL,ATT_EARTH	SLOW,CURSE,TERROR	0	gnoll_general	0	93	124	62	31	166	249	75218	5	10	761	1142	22533	168	110	110	100	2000	100	0	0	0	0	5	0	5	15	5	-5	-25	0	0	20	0	0	0	0	0	2.04	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
3090	Gnoll Lord	BOSS	MONSTER	MELEE	103		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	ANIMAL,ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	gnoll_boss	0	128	96	64	32	150	280	318384	10	10	984	1476	112984	206	110	110	100	2000	100	0	0	0	0	0	0	3	15	20	35	40	40	40	40	0	0	0	0	0	2.4	3004	20	0	0	20	256	0	0	0	0	0	0	0	0	20	20	0	30	40
3091	Supreme Gnoll Guard	KING	MONSTER	MELEE	105		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	ANIMAL,ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	gnoll_boss2	0	131	65	131	32	153	285	981420	30	15	1800	2700	414705	252	110	110	100	2000	100	0	0	0	0	5	5	10	15	20	35	40	40	40	40	0	0	0	0	0	2.88	3005	25	0	0	20	257	25	258	0	0	0	0	0	0	20	20	0	30	40
3101	One-eyed Slugger	PAWN	MONSTER	MELEE	98		AGGR,GODSPEED	0	ORC,ATT_ELEC	SLOW,CURSE,TERROR	0	cyclops_soldier	0	122	92	61	30	185	226	7412	3	2	188	283	1296	98	110	110	100	2000	100	0	0	0	0	0	0	0	10	0	-5	0	0	0	20	0	0	0	0	0	1.2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
3102	Cyclops Soldier	S_PAWN	MONSTER	MELEE	99		AGGR,REVIVE	0	ORC,ATT_ELEC	SLOW,CURSE,TERROR	0	cyclops_soldier2	0	124	93	62	31	187	228	15043	3	2	380	571	3143	118	110	110	100	2000	100	0	0	0	0	5	0	0	12	-10	-25	5	-20	-20	20	0	0	0	0	0	1.44	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
3103	Cyclops Magician	S_PAWN	MONSTER	RANGE	100		AGGR,STONESKIN	0	ORC,ATT_ELEC	SLOW,CURSE,TERROR	0	cyclops_magic	0	62	93	125	31	189	231	15263	5	5	384	576	3175	120	110	110	100	2000	850	0	0	0	0	3	0	3	15	-5	-5	10	10	10	20	0	0	0	0	0	1.44	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
3104	Cyclops Executioner	KNIGHT	MONSTER	MELEE	101		AGGR,BERSERK	0	ORC,ATT_ELEC	SLOW,CURSE,TERROR	0	cyclops_officer	0	63	126	63	31	169	254	38703	5	7	580	871	9622	141	110	110	100	2000	100	0	0	0	0	0	10	10	16	-5	-25	0	0	0	20	0	0	0	0	0	1.68	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
3105	General Outis	S_KNIGHT	MONSTER	MELEE	102		AGGR,GODSPEED	0	ORC,ATT_ELEC	SLOW,CURSE,TERROR	0	cyclops_general	0	127	63	127	31	171	256	78507	5	10	780	1171	23214	173	110	110	100	2000	100	0	0	0	0	5	0	5	15	0	-5	-25	0	0	20	0	0	0	0	0	2.04	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
3190	Arges	BOSS	MONSTER	MELEE	104		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	ORC,ATT_ELEC	STUN,SLOW,CURSE,TERROR	0	cyclops_boss	0	130	65	130	32	152	282	322784	10	10	992	1488	114077	208	110	110	100	2000	100	0	0	0	0	0	0	3	15	40	35	40	40	40	40	0	0	0	0	0	2.4	3104	20	0	0	20	256	0	0	0	0	0	0	0	0	20	20	0	30	40
3191	Polyphemos	KING	MONSTER	MELEE	106		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	ORC,ATT_ELEC	STUN,SLOW,CURSE,TERROR	0	cyclops_boss2	0	132	66	132	33	154	287	994620	30	15	1814	2721	418645	254	110	110	100	2000	100	0	0	0	0	5	5	10	15	40	35	40	40	40	40	0	0	0	0	0	2.88	3105	25	0	0	20	257	25	258	0	0	0	0	0	0	20	20	0	30	40
3201	Manticore Warrior	PAWN	MONSTER	MELEE	96		AGGR,GODSPEED	0	ANIMAL,ATT_WIND	SLOW,CURSE,TERROR	0	manticore_soldier	0	120	90	60	30	182	222	7194	3	2	185	278	1270	96	110	110	100	2000	100	0	0	0	0	0	0	0	10	0	-5	0	0	0	20	0	0	0	0	0	1.2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
3202	Manticore Soldier	S_PAWN	MONSTER	MELEE	97		AGGR,REVIVE	0	ANIMAL,ATT_WIND	SLOW,CURSE,TERROR	0	manticore_soldier2	0	121	91	60	30	183	224	14605	3	2	374	561	3080	116	110	110	100	2000	100	0	0	0	0	5	0	0	12	-10	-25	5	-20	-20	20	0	0	0	0	0	1.44	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
3203	Manticore Magus	S_PAWN	MONSTER	RANGE	98		AGGR,STONESKIN	0	ANIMAL,ATT_WIND	SLOW,CURSE,TERROR	0	manticore_magic	0	92	122	61	30	185	226	14825	5	5	377	566	3111	117	110	110	100	2000	850	0	0	0	0	3	0	3	15	-5	-5	10	10	10	20	0	0	0	0	0	1.44	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
3204	Manticore Executioner	KNIGHT	MONSTER	MELEE	99		AGGR,BERSERK	0	ANIMAL,ATT_WIND	SLOW,CURSE,TERROR	0	manticore_officer	0	124	62	124	31	166	249	37609	5	7	571	856	9432	138	110	110	100	2000	100	0	0	0	0	0	10	10	16	-5	-25	0	0	0	20	0	0	0	0	0	1.68	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
3205	General Cor	S_KNIGHT	MONSTER	MELEE	101		AGGR,GODSPEED	0	ANIMAL,ATT_WIND	SLOW,CURSE,TERROR	0	manticore_general	0	126	94	63	31	169	254	77407	5	10	774	1161	22987	171	110	110	100	2000	100	0	0	0	0	5	0	5	15	0	-5	-25	0	0	20	0	0	0	0	0	2.04	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
3290	Rakshasa	BOSS	MONSTER	MELEE	103		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	ANIMAL,ATT_WIND	STUN,SLOW,CURSE,TERROR	0	manticore_boss	0	96	128	64	32	150	280	318384	10	10	984	1476	112984	206	110	110	100	2000	100	0	0	0	0	0	0	3	15	40	35	40	40	40	40	0	0	0	0	0	2.4	3204	20	0	0	20	256	0	0	0	0	0	0	0	0	20	20	0	30	40
3291	Martyaxwar	KING	MONSTER	MELEE	105		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	ANIMAL,ATT_WIND	STUN,SLOW,CURSE,TERROR	0	manticore_boss2	0	131	65	131	32	153	285	981420	30	15	1800	2700	414705	252	110	110	100	2000	100	0	0	0	0	5	5	10	15	40	35	40	40	40	40	0	0	0	0	0	2.88	3205	25	0	0	20	257	25	258	0	0	0	0	0	0	20	20	0	30	40
3301	Lemures Warrior	PAWN	MONSTER	MELEE	97		AGGR,GODSPEED	0	DEVIL,ATT_WIND	SLOW,CURSE,TERROR	0	lemures_soldier	0	121	91	60	30	183	224	7302	3	2	187	280	1283	97	110	110	100	2000	100	0	0	0	0	0	0	0	10	0	-5	0	0	0	20	0	0	0	0	0	1.2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
3302	Lemures Soldier	S_PAWN	MONSTER	MELEE	98		AGGR,REVIVE	0	DEVIL,ATT_WIND	SLOW,CURSE,TERROR	0	lemures_soldier2	0	122	92	61	30	185	226	14825	3	2	377	566	3111	117	110	110	100	2000	100	0	0	0	0	5	0	0	12	-10	-25	5	-20	-20	20	0	0	0	0	0	1.44	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
3303	Lemures Magician	S_PAWN	MONSTER	RANGE	99		AGGR,STONESKIN	0	DEVIL,ATT_WIND	SLOW,CURSE,TERROR	0	lemures_magic	0	93	124	62	31	187	228	15043	5	5	380	571	3143	118	110	110	100	2000	850	0	0	0	0	3	0	3	15	-5	-5	10	10	10	20	0	0	0	0	0	1.44	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
3304	Lemures Executioner	KNIGHT	MONSTER	MELEE	100		AGGR,BERSERK	0	DEVIL,ATT_WIND	SLOW,CURSE,TERROR	0	lemures_officer	0	125	62	125	31	168	252	38159	5	7	576	864	9527	140	110	110	100	2000	100	0	0	0	0	0	10	10	16	-5	-25	0	0	0	20	0	0	0	0	0	1.68	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
3305	Lemures General	S_KNIGHT	MONSTER	MELEE	101		AGGR,GODSPEED	0	DEVIL,ATT_WIND	SLOW,CURSE,TERROR	0	lemures_general	0	126	63	126	31	169	254	77407	5	10	774	1161	22987	171	110	110	100	2000	100	0	0	0	0	5	0	5	15	0	-5	-25	0	0	20	0	0	0	0	0	2.04	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
3390	Lemures Prince	BOSS	MONSTER	MELEE	103		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	DEVIL,ATT_WIND	STUN,SLOW,CURSE,TERROR	0	lemures_boss	0	128	64	128	32	150	280	318384	10	10	984	1476	112984	206	110	110	100	2000	100	0	0	0	0	0	0	3	15	40	35	40	40	40	40	0	0	0	0	0	2.4	3304	20	0	0	20	256	0	0	0	0	0	0	0	0	20	20	0	30	40
3391	Lemures Bodyguard	KING	MONSTER	MELEE	105		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	DEVIL,ATT_ICE	STUN,SLOW,CURSE,TERROR	0	lemures_boss2	0	131	65	131	32	153	285	981420	30	15	1800	2700	414705	252	110	110	100	2000	100	0	0	0	0	5	5	10	15	40	35	40	40	40	40	0	0	0	0	0	2.88	3305	25	0	0	20	257	25	258	0	0	0	0	0	0	20	20	0	30	40
3401	Tritonic Moray	PAWN	MONSTER	MELEE	96		AGGR,GODSPEED	0	DEVIL,ATT_ICE	SLOW,CURSE,TERROR	0	triton_soldier	0	120	60	120	30	182	222	7194	3	2	185	278	1270	96	110	110	100	2000	100	0	0	0	0	0	0	0	10	0	-5	0	0	0	20	0	0	0	0	0	1.2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
3402	Shark Soldier	S_PAWN	MONSTER	MELEE	97		AGGR,REVIVE	0	DEVIL,ATT_ICE	SLOW,CURSE,TERROR	0	triton_soldier2	0	121	60	121	30	183	224	14605	3	2	374	561	3080	116	110	110	100	2000	100	0	0	0	0	5	0	0	12	-10	-25	5	-20	-20	20	0	0	0	0	0	1.44	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
3403	Tritonic Magician	S_PAWN	MONSTER	RANGE	98		AGGR,STONESKIN	0	DEVIL,ATT_ICE	SLOW,CURSE,TERROR	0	triton_magic	0	61	92	122	30	185	226	14825	5	5	377	566	3111	117	110	110	100	2000	850	0	0	0	0	3	0	3	15	-5	-5	10	10	10	20	0	0	0	0	0	1.44	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
3404	Tritonic Hunter	KNIGHT	MONSTER	MELEE	99		AGGR,BERSERK	0	DEVIL,ATT_ICE	SLOW,CURSE,TERROR	0	triton_officer	0	124	93	62	31	166	249	37609	5	7	571	856	9432	138	110	110	100	2000	100	0	0	0	0	0	10	10	16	-5	-25	0	0	0	20	0	0	0	0	0	1.68	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
3405	Tritonic Slasher	S_KNIGHT	MONSTER	MELEE	101		AGGR,GODSPEED	0	DEVIL,ATT_ICE	SLOW,CURSE,TERROR	0	triton_general	0	126	94	63	31	169	254	77407	5	10	774	1161	22987	171	110	110	100	2000	100	0	0	0	0	5	0	5	15	0	-5	-25	0	0	20	0	0	0	0	0	2.04	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
3490	General Kappa	BOSS	MONSTER	MELEE	103		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	DEVIL,ATT_ICE	STUN,SLOW,CURSE,TERROR	0	triton_boss	0	128	96	64	32	150	280	318384	10	10	984	1476	112984	206	110	110	100	2000	100	0	0	0	0	0	0	3	15	40	35	40	40	40	40	0	0	0	0	0	2.4	3404	20	0	0	20	256	0	0	0	0	0	0	0	0	20	20	0	30	40
3491	Triton	KING	MONSTER	RANGE	105		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	DEVIL,ATT_ICE	STUN,SLOW,CURSE,TERROR	0	triton_boss2	0	98	131	65	32	153	285	981420	30	15	1800	2700	414705	252	110	110	100	2000	100	0	0	0	0	5	5	10	15	40	35	40	40	40	40	0	0	0	0	0	2.88	3405	25	0	0	20	257	25	258	0	0	0	0	0	0	20	20	0	30	40
3501	Red Thief Amazon	PAWN	MONSTER	RANGE	95		AGGR,GODSPEED	0	HUMAN,ATT_EARTH	SLOW,CURSE,TERROR	0	redthief_bow	0	89	119	59	29	180	220	7084	3	2	184	276	1257	95	110	110	100	2000	850	0	0	0	0	0	0	0	10	0	-5	0	0	0	20	0	0	0	0	0	1.2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
3502	Red Thief Assassin	S_PAWN	MONSTER	MELEE	96		AGGR,REVIVE	0	HUMAN,ATT_EARTH	SLOW,CURSE,TERROR	0	redthief_soldier2	0	120	90	60	30	182	222	14388	3	2	371	556	3049	115	110	110	100	2000	100	0	0	0	0	5	0	0	12	-10	-25	5	-20	-20	20	0	0	0	0	0	1.44	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
3503	Red Thief Magician	S_PAWN	MONSTER	RANGE	97		AGGR,STONESKIN	0	HUMAN,ATT_EARTH	SLOW,CURSE,TERROR	0	redthief_magic	0	91	121	60	30	183	224	14605	5	5	374	561	3080	116	110	110	100	2000	850	0	0	0	0	3	0	3	15	-5	-5	10	10	10	20	0	0	0	0	0	1.44	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
3504	Red Thief Executioner	KNIGHT	MONSTER	MELEE	98		AGGR,BERSERK	0	HUMAN,ATT_EARTH	SLOW,CURSE,TERROR	0	redthief_officer	0	122	92	61	30	164	247	37064	5	7	566	849	9336	137	110	110	100	2000	100	0	0	0	0	0	10	10	16	-5	-25	0	0	0	20	0	0	0	0	0	1.68	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
3505	Black General	S_KNIGHT	MONSTER	MELEE	99		AGGR,GODSPEED	0	HUMAN,ATT_EARTH	SLOW,CURSE,TERROR	0	redthief_general	0	124	93	62	31	166	249	75218	5	10	761	1142	22533	168	110	110	100	2000	100	0	0	0	0	5	0	5	15	0	-5	-25	0	0	20	0	0	0	0	0	2.04	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
3551	Brutal Red Thief Amazon	PAWN	MONSTER	RANGE	97		AGGR,GODSPEED	0	HUMAN,ATT_ELEC	SLOW,CURSE,TERROR	0	redthief2_bow	0	91	121	60	30	183	224	7302	3	2	187	280	1283	97	110	110	100	2000	850	0	0	0	0	0	0	0	10	0	-5	0	0	0	20	0	0	0	0	0	1.2	0	5	0	0	20	256	0	0	0	0	0	0	0	0	10	0	0	0	0
3552	Brut. Red Thief Assassin	S_PAWN	MONSTER	MELEE	98		AGGR,REVIVE	0	HUMAN,ATT_ELEC	SLOW,CURSE,TERROR	0	redthief2_soldier2	0	122	92	61	30	185	226	14825	3	2	377	566	3111	117	110	110	100	2000	100	0	0	0	0	5	0	0	12	-10	-25	5	-20	-20	20	0	0	0	0	0	1.44	0	10	0	0	20	257	25	258	0	0	0	0	0	0	0	10	0	0	0
3553	Brut. Red Thief Magician	S_PAWN	MONSTER	RANGE	99		AGGR,STONESKIN	0	HUMAN,ATT_ELEC	SLOW,CURSE,TERROR	0	redthief2_magic	0	93	124	62	31	187	228	15043	5	5	380	571	3143	118	110	110	100	2000	850	0	0	0	0	3	0	3	15	-5	-5	10	10	10	20	0	0	0	0	0	1.44	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
